Runtime: 0.083s
Ẉ: [0,2,0,3,0,0,1]
Ế: [0,2,0,3,0,0,0]
ẃ: [0,2,0,2,4]
ℤ: [0,2,0,2,3]
Ầ: [0,2,0,2,2,4]
ℊ: [0,2,0,2,2,3]
⋨: [0,2,0,2,2,2]
h: [0,2,0,2,2,1]
Ƙ: [0,2,0,2,2,0]
ֹ: [0,2,0,2,1,4]
⊥: [0,2,0,2,1,3]
Ṝ: [0,2,0,2,1,2]
⊐: [0,2,0,2,1,1,4]
∀: [0,2,0,2,1,1,3]
Ҋ: [0,2,0,2,1,1,2]
Ǝ: [0,2,0,2,1,1,1]
Ỗ: [0,2,0,2,1,1,0]
╀: [0,2,0,2,1,0,4]
C: [0,2,0,2,1,0,3]
ỵ: [0,2,0,2,1,0,2]
⛸: [0,2,0,2,1,0,1]
Ủ: [0,2,0,2,1,0,0]
Ṕ: [0,2,0,2,0,4]
ŝ: [0,2,0,2,0,3]
Ẫ: [0,2,0,2,0,2,4]
Җ: [0,2,0,2,0,2,3]
⎛: [0,2,0,2,0,2,2]
⇢: [0,2,0,2,0,2,1]
ǫ: [0,2,0,2,0,2,0]
Ϣ: [0,2,0,2,0,1,4]
↻: [0,2,0,2,0,1,3]
⛴: [0,2,0,2,0,1,2]
⌃: [0,2,0,2,0,1,1]
⚾: [0,2,0,2,0,1,0]
ȹ: [0,2,0,2,0,0]
≢: [0,2,0,1,4]
Ṧ: [0,2,0,1,3]
ℨ: [0,2,0,1,2,4]
≚: [0,2,0,1,2,3]
α: [0,2,0,1,2,2]
⚝: [0,2,0,1,2,1]
♚: [0,2,0,1,2,0,4]
Ϊ: [0,2,0,1,2,0,3]
⍦: [0,2,0,1,2,0,2]
Ӕ: [0,2,0,1,2,0,1]
⚡: [0,2,0,1,2,0,0]
⇅: [0,2,0,1,1,4]
ͷ: [0,2,0,1,1,3]
Ӌ: [0,2,0,1,1,2]
⇸: [0,2,0,1,1,1]
º: [0,2,0,1,1,0]
,: [0,2,0,1,0]
ל: [0,2,0,0]
Ґ: [0,1,4]
ғ: [0,1,3]
ÿ: [0,1,2]
⚨: [0,1,1,4]
⌺: [0,1,1,3]
⇗: [0,1,1,2,4]
⸸: [0,1,1,2,3]
Ễ: [0,1,1,2,2,4]
/: [0,1,1,2,2,3]
⸜: [0,1,1,2,2,2]
֑: [0,1,1,2,2,1]
☚: [0,1,1,2,2,0,4]
ͺ: [0,1,1,2,2,0,3]
♖: [0,1,1,2,2,0,2]
Ͱ: [0,1,1,2,2,0,1]
ã: [0,1,1,2,2,0,0]
Ṛ: [0,1,1,2,1,4]
ѹ: [0,1,1,2,1,3]
Ї: [0,1,1,2,1,2]
∡: [0,1,1,2,1,1,4]
⇼: [0,1,1,2,1,1,3]
״: [0,1,1,2,1,1,2]
ȥ: [0,1,1,2,1,1,1]
∨: [0,1,1,2,1,1,0]
☭: [0,1,1,2,1,0,4]
Ӏ: [0,1,1,2,1,0,3]
↳: [0,1,1,2,1,0,2]
ż: [0,1,1,2,1,0,1]
⊔: [0,1,1,2,1,0,0]
≱: [0,1,1,2,0]
□: [0,1,1,1,4]
ä: [0,1,1,1,3]
↗: [0,1,1,1,2,4]
ⅉ: [0,1,1,1,2,3]
Щ: [0,1,1,1,2,2]
Ǩ: [0,1,1,1,2,1,4]
⚋: [0,1,1,1,2,1,3]
ℽ: [0,1,1,1,2,1,2]
к: [0,1,1,1,2,1,1]
☘: [0,1,1,1,2,1,0]
⹌: [0,1,1,1,2,0,4]
ṉ: [0,1,1,1,2,0,3]
⏁: [0,1,1,1,2,0,2]
Ể: [0,1,1,1,2,0,1]
δ: [0,1,1,1,2,0,0]
⊗: [0,1,1,1,1,4]
ẹ: [0,1,1,1,1,3]
Ъ: [0,1,1,1,1,2,4]
Ṍ: [0,1,1,1,1,2,3]
◵: [0,1,1,1,1,2,2]
∎: [0,1,1,1,1,2,1]
ṛ: [0,1,1,1,1,2,0]
‾: [0,1,1,1,1,1,4]
⛤: [0,1,1,1,1,1,3]
ϥ: [0,1,1,1,1,1,2]
☡: [0,1,1,1,1,1,1]
ט: [0,1,1,1,1,1,0]
⊒: [0,1,1,1,1,0]
Ṽ: [0,1,1,1,0]
ⱶ: [0,1,1,0,4]
☁: [0,1,1,0,3,4]
ự: [0,1,1,0,3,3]
‣: [0,1,1,0,3,2,4]
℺: [0,1,1,0,3,2,3]
Ã: [0,1,1,0,3,2,2]
⸗: [0,1,1,0,3,2,1]
ṹ: [0,1,1,0,3,2,0]
҇: [0,1,1,0,3,1,4]
Ỏ: [0,1,1,0,3,1,3]
⏊: [0,1,1,0,3,1,2]
⎜: [0,1,1,0,3,1,1]
ℳ: [0,1,1,0,3,1,0]
☜: [0,1,1,0,3,0,4]
⏪: [0,1,1,0,3,0,3]
≮: [0,1,1,0,3,0,2]
∵: [0,1,1,0,3,0,1]
τ: [0,1,1,0,3,0,0]
┍: [0,1,1,0,2,4]
Ñ: [0,1,1,0,2,3]
כ: [0,1,1,0,2,2,4]
▧: [0,1,1,0,2,2,3]
◦: [0,1,1,0,2,2,2]
Ố: [0,1,1,0,2,2,1]
⏬: [0,1,1,0,2,2,0]
⍳: [0,1,1,0,2,1]
ⱽ: [0,1,1,0,2,0,4]
ⱱ: [0,1,1,0,2,0,3]
≊: [0,1,1,0,2,0,2]
K: [0,1,1,0,2,0,1]
Ҫ: [0,1,1,0,2,0,0]
⸦: [0,1,1,0,1,4]
ê: [0,1,1,0,1,3]
ǧ: [0,1,1,0,1,2]
Ǯ: [0,1,1,0,1,1,4]
⍷: [0,1,1,0,1,1,3]
ӟ: [0,1,1,0,1,1,2]
Ҥ: [0,1,1,0,1,1,1]
⍓: [0,1,1,0,1,1,0]
Ứ: [0,1,1,0,1,0,4]
⛺: [0,1,1,0,1,0,3]
⍑: [0,1,1,0,1,0,2]
z: [0,1,1,0,1,0,1]
⋷: [0,1,1,0,1,0,0]
Ɓ: [0,1,1,0,0]
֮: [0,1,0,4]
⇊: [0,1,0,3,4]
ğ: [0,1,0,3,3]
Ǿ: [0,1,0,3,2]
⎅: [0,1,0,3,1,4]
ổ: [0,1,0,3,1,3]
ⅎ: [0,1,0,3,1,2,4]
ẚ: [0,1,0,3,1,2,3]
♆: [0,1,0,3,1,2,2]
⏝: [0,1,0,3,1,2,1]
Ⱥ: [0,1,0,3,1,2,0]
ň: [0,1,0,3,1,1,4]
ḩ: [0,1,0,3,1,1,3]
Ɱ: [0,1,0,3,1,1,2]
⇑: [0,1,0,3,1,1,1]
у: [0,1,0,3,1,1,0]
⍃: [0,1,0,3,1,0]
♑: [0,1,0,3,0]
⍘: [0,1,0,2,4]
⸋: [0,1,0,2,3]
⎴: [0,1,0,2,2]
⋇: [0,1,0,2,1,4]
¢: [0,1,0,2,1,3]
û: [0,1,0,2,1,2,4]
⍽: [0,1,0,2,1,2,3]
☎: [0,1,0,2,1,2,2]
≛: [0,1,0,2,1,2,1]
„: [0,1,0,2,1,2,0]
╦: [0,1,0,2,1,1]
⛳: [0,1,0,2,1,0,4]
⋥: [0,1,0,2,1,0,3]
Ӧ: [0,1,0,2,1,0,2]
⌞: [0,1,0,2,1,0,1]
ϵ: [0,1,0,2,1,0,0]
Ѥ: [0,1,0,2,0]
Ʀ: [0,1,0,1,4]
⛿: [0,1,0,1,3,4]
־: [0,1,0,1,3,3]
⍔: [0,1,0,1,3,2,4]
⁙: [0,1,0,1,3,2,3]
ƿ: [0,1,0,1,3,2,2]
☗: [0,1,0,1,3,2,1]
֔: [0,1,0,1,3,2,0]
Ά: [0,1,0,1,3,1,4]
⊷: [0,1,0,1,3,1,3]
╯: [0,1,0,1,3,1,2]
╡: [0,1,0,1,3,1,1]
▸: [0,1,0,1,3,1,0]
π: [0,1,0,1,3,0]
]: [0,1,0,1,2,4]
⌕: [0,1,0,1,2,3]
⁓: [0,1,0,1,2,2,4]
♉: [0,1,0,1,2,2,3]
ǂ: [0,1,0,1,2,2,2]
⊆: [0,1,0,1,2,2,1]
ϕ: [0,1,0,1,2,2,0]
♙: [0,1,0,1,2,1,4]
ā: [0,1,0,1,2,1,3]
⌝: [0,1,0,1,2,1,2]
ȧ: [0,1,0,1,2,1,1]
↜: [0,1,0,1,2,1,0]
⁚: [0,1,0,1,2,0]
i: [0,1,0,1,1,4]
Ẁ: [0,1,0,1,1,3]
Ǳ: [0,1,0,1,1,2,4]
⅁: [0,1,0,1,1,2,3]
ė: [0,1,0,1,1,2,2]
И: [0,1,0,1,1,2,1]
ḣ: [0,1,0,1,1,2,0]
ϒ: [0,1,0,1,1,1,4]
⎀: [0,1,0,1,1,1,3]
׃: [0,1,0,1,1,1,2]
ṧ: [0,1,0,1,1,1,1]
H: [0,1,0,1,1,1,0]
ℜ: [0,1,0,1,1,0,4]
⸪: [0,1,0,1,1,0,3]
Ф: [0,1,0,1,1,0,2]
┼: [0,1,0,1,1,0,1]
┾: [0,1,0,1,1,0,0,4]
≄: [0,1,0,1,1,0,0,3]
ϩ: [0,1,0,1,1,0,0,2]
Ҝ: [0,1,0,1,1,0,0,1]
ר: [0,1,0,1,1,0,0,0]
⏢: [0,1,0,1,0,4]
⌚: [0,1,0,1,0,3,4]
⸑: [0,1,0,1,0,3,3]
◌: [0,1,0,1,0,3,2]
P: [0,1,0,1,0,3,1]
ℓ: [0,1,0,1,0,3,0]
ố: [0,1,0,1,0,2,4]
ө: [0,1,0,1,0,2,3]
∫: [0,1,0,1,0,2,2]
ǥ: [0,1,0,1,0,2,1]
⛐: [0,1,0,1,0,2,0]
⚞: [0,1,0,1,0,1,4]
ǽ: [0,1,0,1,0,1,3]
Å: [0,1,0,1,0,1,2]
⋵: [0,1,0,1,0,1,1]
ṗ: [0,1,0,1,0,1,0,4]
⹍: [0,1,0,1,0,1,0,3]
‗: [0,1,0,1,0,1,0,2]
⇾: [0,1,0,1,0,1,0,1]
Ḳ: [0,1,0,1,0,1,0,0]
⎙: [0,1,0,1,0,0]
Ɩ: [0,1,0,0,4]
⛪: [0,1,0,0,3,4]
⎺: [0,1,0,0,3,3]
☽: [0,1,0,0,3,2,4]
Ŀ: [0,1,0,0,3,2,3]
Ѩ: [0,1,0,0,3,2,2]
♦: [0,1,0,0,3,2,1]
⸁: [0,1,0,0,3,2,0]
Џ: [0,1,0,0,3,1,4]
℡: [0,1,0,0,3,1,3]
⋾: [0,1,0,0,3,1,2]
ӥ: [0,1,0,0,3,1,1]
⛄: [0,1,0,0,3,1,0]
ў: [0,1,0,0,3,0]
υ: [0,1,0,0,2,4]
⎃: [0,1,0,0,2,3]
ṽ: [0,1,0,0,2,2]
Ӆ: [0,1,0,0,2,1,4]
⚘: [0,1,0,0,2,1,3]
⌴: [0,1,0,0,2,1,2]
⌲: [0,1,0,0,2,1,1]
↮: [0,1,0,0,2,1,0]
⇯: [0,1,0,0,2,0,4]
⊓: [0,1,0,0,2,0,3]
o: [0,1,0,0,2,0,2]
ϣ: [0,1,0,0,2,0,1]
⊃: [0,1,0,0,2,0,0,4]
↞: [0,1,0,0,2,0,0,3]
Â: [0,1,0,0,2,0,0,2]
Ḗ: [0,1,0,0,2,0,0,1]
⍞: [0,1,0,0,2,0,0,0]
΅: [0,1,0,0,1,4]
⏶: [0,1,0,0,1,3,4]
Ƥ: [0,1,0,0,1,3,3]
Ĉ: [0,1,0,0,1,3,2]
Ш: [0,1,0,0,1,3,1]
ф: [0,1,0,0,1,3,0]
֢: [0,1,0,0,1,2]
Ȿ: [0,1,0,0,1,1,4]
ỻ: [0,1,0,0,1,1,3]
⊱: [0,1,0,0,1,1,2]
Ɲ: [0,1,0,0,1,1,1]
Ḥ: [0,1,0,0,1,1,0,4]
☯: [0,1,0,0,1,1,0,3]
Ẕ: [0,1,0,0,1,1,0,2]
⌥: [0,1,0,0,1,1,0,1]
┹: [0,1,0,0,1,1,0,0]
⋞: [0,1,0,0,1,0,4]
⚷: [0,1,0,0,1,0,3]
⏦: [0,1,0,0,1,0,2]
ì: [0,1,0,0,1,0,1]
Ҿ: [0,1,0,0,1,0,0]
в: [0,1,0,0,0,4]
⸚: [0,1,0,0,0,3]
ѯ: [0,1,0,0,0,2,4]
╱: [0,1,0,0,0,2,3]
♺: [0,1,0,0,0,2,2]
⸘: [0,1,0,0,0,2,1]
Ŵ: [0,1,0,0,0,2,0,4]
k: [0,1,0,0,0,2,0,3]
⅄: [0,1,0,0,0,2,0,2]
⎆: [0,1,0,0,0,2,0,1]
↿: [0,1,0,0,0,2,0,0]
Ų: [0,1,0,0,0,1,4]
Ḱ: [0,1,0,0,0,1,3]
ℭ: [0,1,0,0,0,1,2]
Ḅ: [0,1,0,0,0,1,1,4]
л: [0,1,0,0,0,1,1,3]
¯: [0,1,0,0,0,1,1,2]
┣: [0,1,0,0,0,1,1,1]
║: [0,1,0,0,0,1,1,0]
Z: [0,1,0,0,0,1,0]
∜: [0,1,0,0,0,0]
‐: [0,0]
